image_id,source_image,source_suffix,corruption,severity,corruption_seed,corrupted_filename
000711,/root/autodl-tmp/helmet_yolo_v10/images/train/000711.jpg,.jpg,snow,1,1343198038,000711__A1C__snow__s1.png
000714,/root/autodl-tmp/helmet_yolo_v10/images/train/000714.jpg,.jpg,zoom_blur,2,439972350,000714__A1C__zoom_blur__s2.png
000715,/root/autodl-tmp/helmet_yolo_v10/images/train/000715.jpg,.jpg,glass_blur,3,3439841096,000715__A1C__glass_blur__s3.png
000716,/root/autodl-tmp/helmet_yolo_v10/images/train/000716.jpg,.jpg,shot_noise,2,4126723076,000716__A1C__shot_noise__s2.png
000717,/root/autodl-tmp/helmet_yolo_v10/images/train/000717.jpg,.jpg,glass_blur,1,1585317486,000717__A1C__glass_blur__s1.png
000718,/root/autodl-tmp/helmet_yolo_v10/images/train/000718.jpg,.jpg,motion_blur,3,66769001,000718__A1C__motion_blur__s3.png
000719,/root/autodl-tmp/helmet_yolo_v10/images/train/000719.jpg,.jpg,gaussian_noise,3,4122385661,000719__A1C__gaussian_noise__s3.png
000720,/root/autodl-tmp/helmet_yolo_v10/images/train/000720.jpg,.jpg,shot_noise,3,2681140529,000720__A1C__shot_noise__s3.png
000721,/root/autodl-tmp/helmet_yolo_v10/images/train/000721.jpg,.jpg,jpeg_compression,3,1934794535,000721__A1C__jpeg_compression__s3.png
000723,/root/autodl-tmp/helmet_yolo_v10/images/train/000723.jpg,.jpg,glass_blur,2,1916329640,000723__A1C__glass_blur__s2.png
000724,/root/autodl-tmp/helmet_yolo_v10/images/train/000724.jpg,.jpg,brightness,2,889560534,000724__A1C__brightness__s2.png
000725,/root/autodl-tmp/helmet_yolo_v10/images/train/000725.jpg,.jpg,motion_blur,1,2880960546,000725__A1C__motion_blur__s1.png
000726,/root/autodl-tmp/helmet_yolo_v10/images/train/000726.jpg,.jpg,fog,3,1785012717,000726__A1C__fog__s3.png
000728,/root/autodl-tmp/helmet_yolo_v10/images/train/000728.jpg,.jpg,defocus_blur,2,3881791130,000728__A1C__defocus_blur__s2.png
000729,/root/autodl-tmp/helmet_yolo_v10/images/train/000729.jpg,.jpg,fog,2,3534429098,000729__A1C__fog__s2.png
000730,/root/autodl-tmp/helmet_yolo_v10/images/train/000730.jpg,.jpg,zoom_blur,1,1299256062,000730__A1C__zoom_blur__s1.png
000731,/root/autodl-tmp/helmet_yolo_v10/images/train/000731.jpg,.jpg,glass_blur,3,593153984,000731__A1C__glass_blur__s3.png
000732,/root/autodl-tmp/helmet_yolo_v10/images/train/000732.jpg,.jpg,impulse_noise,3,2245989419,000732__A1C__impulse_noise__s3.png
000734,/root/autodl-tmp/helmet_yolo_v10/images/train/000734.jpg,.jpg,brightness,3,471675040,000734__A1C__brightness__s3.png
000735,/root/autodl-tmp/helmet_yolo_v10/images/train/000735.jpg,.jpg,glass_blur,3,2797544525,000735__A1C__glass_blur__s3.png
000736,/root/autodl-tmp/helmet_yolo_v10/images/train/000736.jpg,.jpg,frost,3,3031253323,000736__A1C__frost__s3.png
000737,/root/autodl-tmp/helmet_yolo_v10/images/train/000737.jpg,.jpg,motion_blur,1,528918235,000737__A1C__motion_blur__s1.png
000738,/root/autodl-tmp/helmet_yolo_v10/images/train/000738.jpg,.jpg,shot_noise,2,497799414,000738__A1C__shot_noise__s2.png
000740,/root/autodl-tmp/helmet_yolo_v10/images/train/000740.jpg,.jpg,frost,2,1377199334,000740__A1C__frost__s2.png
000742,/root/autodl-tmp/helmet_yolo_v10/images/train/000742.jpg,.jpg,snow,1,525595347,000742__A1C__snow__s1.png
000743,/root/autodl-tmp/helmet_yolo_v10/images/train/000743.jpg,.jpg,gaussian_noise,2,1557522808,000743__A1C__gaussian_noise__s2.png
000744,/root/autodl-tmp/helmet_yolo_v10/images/train/000744.jpg,.jpg,fog,3,2216984025,000744__A1C__fog__s3.png
000746,/root/autodl-tmp/helmet_yolo_v10/images/train/000746.jpg,.jpg,motion_blur,1,433108141,000746__A1C__motion_blur__s1.png
000747,/root/autodl-tmp/helmet_yolo_v10/images/train/000747.jpg,.jpg,fog,3,868315715,000747__A1C__fog__s3.png
000748,/root/autodl-tmp/helmet_yolo_v10/images/train/000748.jpg,.jpg,jpeg_compression,3,229682014,000748__A1C__jpeg_compression__s3.png
000749,/root/autodl-tmp/helmet_yolo_v10/images/train/000749.jpg,.jpg,shot_noise,1,1779621515,000749__A1C__shot_noise__s1.png
000750,/root/autodl-tmp/helmet_yolo_v10/images/train/000750.jpg,.jpg,contrast,3,319389680,000750__A1C__contrast__s3.png
000751,/root/autodl-tmp/helmet_yolo_v10/images/train/000751.jpg,.jpg,contrast,2,980695960,000751__A1C__contrast__s2.png
000752,/root/autodl-tmp/helmet_yolo_v10/images/train/000752.jpg,.jpg,motion_blur,3,2777656260,000752__A1C__motion_blur__s3.png
000753,/root/autodl-tmp/helmet_yolo_v10/images/train/000753.jpg,.jpg,gaussian_noise,3,855011979,000753__A1C__gaussian_noise__s3.png
000755,/root/autodl-tmp/helmet_yolo_v10/images/train/000755.jpg,.jpg,defocus_blur,3,73564989,000755__A1C__defocus_blur__s3.png
000756,/root/autodl-tmp/helmet_yolo_v10/images/train/000756.jpg,.jpg,impulse_noise,2,746664690,000756__A1C__impulse_noise__s2.png
000757,/root/autodl-tmp/helmet_yolo_v10/images/train/000757.jpg,.jpg,brightness,3,1697765119,000757__A1C__brightness__s3.png
000758,/root/autodl-tmp/helmet_yolo_v10/images/train/000758.jpg,.jpg,glass_blur,3,1955152781,000758__A1C__glass_blur__s3.png
000760,/root/autodl-tmp/helmet_yolo_v10/images/train/000760.jpg,.jpg,gaussian_noise,3,3996326020,000760__A1C__gaussian_noise__s3.png
000761,/root/autodl-tmp/helmet_yolo_v10/images/train/000761.jpg,.jpg,fog,3,305572029,000761__A1C__fog__s3.png
000762,/root/autodl-tmp/helmet_yolo_v10/images/train/000762.jpg,.jpg,motion_blur,2,1791799347,000762__A1C__motion_blur__s2.png
000763,/root/autodl-tmp/helmet_yolo_v10/images/train/000763.jpg,.jpg,frost,2,2344909215,000763__A1C__frost__s2.png
000766,/root/autodl-tmp/helmet_yolo_v10/images/train/000766.jpg,.jpg,brightness,2,1245459272,000766__A1C__brightness__s2.png
000768,/root/autodl-tmp/helmet_yolo_v10/images/train/000768.jpg,.jpg,glass_blur,2,1891604058,000768__A1C__glass_blur__s2.png
000770,/root/autodl-tmp/helmet_yolo_v10/images/train/000770.jpg,.jpg,glass_blur,1,4094303356,000770__A1C__glass_blur__s1.png
000772,/root/autodl-tmp/helmet_yolo_v10/images/train/000772.jpg,.jpg,jpeg_compression,3,992564764,000772__A1C__jpeg_compression__s3.png
000773,/root/autodl-tmp/helmet_yolo_v10/images/train/000773.jpg,.jpg,jpeg_compression,2,3518683651,000773__A1C__jpeg_compression__s2.png
000774,/root/autodl-tmp/helmet_yolo_v10/images/train/000774.jpg,.jpg,glass_blur,1,1065008559,000774__A1C__glass_blur__s1.png
000775,/root/autodl-tmp/helmet_yolo_v10/images/train/000775.jpg,.jpg,contrast,3,181220589,000775__A1C__contrast__s3.png
000776,/root/autodl-tmp/helmet_yolo_v10/images/train/000776.jpg,.jpg,jpeg_compression,1,2121755553,000776__A1C__jpeg_compression__s1.png
000777,/root/autodl-tmp/helmet_yolo_v10/images/train/000777.jpg,.jpg,brightness,3,334101462,000777__A1C__brightness__s3.png
000778,/root/autodl-tmp/helmet_yolo_v10/images/train/000778.jpg,.jpg,motion_blur,3,458233503,000778__A1C__motion_blur__s3.png
000779,/root/autodl-tmp/helmet_yolo_v10/images/train/000779.jpg,.jpg,impulse_noise,2,1567970604,000779__A1C__impulse_noise__s2.png
000780,/root/autodl-tmp/helmet_yolo_v10/images/train/000780.jpg,.jpg,fog,3,147560531,000780__A1C__fog__s3.png
000781,/root/autodl-tmp/helmet_yolo_v10/images/train/000781.jpg,.jpg,defocus_blur,1,3111152407,000781__A1C__defocus_blur__s1.png
000782,/root/autodl-tmp/helmet_yolo_v10/images/train/000782.jpg,.jpg,jpeg_compression,1,1261874180,000782__A1C__jpeg_compression__s1.png
000783,/root/autodl-tmp/helmet_yolo_v10/images/train/000783.jpg,.jpg,frost,2,1637659088,000783__A1C__frost__s2.png
000784,/root/autodl-tmp/helmet_yolo_v10/images/train/000784.jpg,.jpg,glass_blur,1,2931840685,000784__A1C__glass_blur__s1.png
000785,/root/autodl-tmp/helmet_yolo_v10/images/train/000785.jpg,.jpg,pixelate,1,1460634313,000785__A1C__pixelate__s1.png
000786,/root/autodl-tmp/helmet_yolo_v10/images/train/000786.jpg,.jpg,fog,2,1340067011,000786__A1C__fog__s2.png
000787,/root/autodl-tmp/helmet_yolo_v10/images/train/000787.jpg,.jpg,contrast,3,1219042090,000787__A1C__contrast__s3.png
000789,/root/autodl-tmp/helmet_yolo_v10/images/train/000789.jpg,.jpg,impulse_noise,3,1493563372,000789__A1C__impulse_noise__s3.png
000790,/root/autodl-tmp/helmet_yolo_v10/images/train/000790.jpg,.jpg,frost,3,3440592638,000790__A1C__frost__s3.png
000792,/root/autodl-tmp/helmet_yolo_v10/images/train/000792.jpg,.jpg,zoom_blur,2,450435199,000792__A1C__zoom_blur__s2.png
000793,/root/autodl-tmp/helmet_yolo_v10/images/train/000793.jpg,.jpg,glass_blur,1,1176720939,000793__A1C__glass_blur__s1.png
000795,/root/autodl-tmp/helmet_yolo_v10/images/train/000795.jpg,.jpg,zoom_blur,3,3484208281,000795__A1C__zoom_blur__s3.png
000797,/root/autodl-tmp/helmet_yolo_v10/images/train/000797.jpg,.jpg,gaussian_noise,1,471228151,000797__A1C__gaussian_noise__s1.png
000798,/root/autodl-tmp/helmet_yolo_v10/images/train/000798.jpg,.jpg,glass_blur,3,1844938695,000798__A1C__glass_blur__s3.png
000799,/root/autodl-tmp/helmet_yolo_v10/images/train/000799.jpg,.jpg,impulse_noise,1,2210964832,000799__A1C__impulse_noise__s1.png
000800,/root/autodl-tmp/helmet_yolo_v10/images/train/000800.jpg,.jpg,defocus_blur,1,529415806,000800__A1C__defocus_blur__s1.png
000801,/root/autodl-tmp/helmet_yolo_v10/images/train/000801.jpg,.jpg,contrast,2,3988983888,000801__A1C__contrast__s2.png
000802,/root/autodl-tmp/helmet_yolo_v10/images/train/000802.jpg,.jpg,zoom_blur,1,884729455,000802__A1C__zoom_blur__s1.png
000804,/root/autodl-tmp/helmet_yolo_v10/images/train/000804.jpg,.jpg,gaussian_noise,1,3308119638,000804__A1C__gaussian_noise__s1.png
000806,/root/autodl-tmp/helmet_yolo_v10/images/train/000806.jpg,.jpg,motion_blur,3,3987966017,000806__A1C__motion_blur__s3.png
000807,/root/autodl-tmp/helmet_yolo_v10/images/train/000807.jpg,.jpg,snow,1,1655987957,000807__A1C__snow__s1.png
000808,/root/autodl-tmp/helmet_yolo_v10/images/train/000808.jpg,.jpg,brightness,1,1714920955,000808__A1C__brightness__s1.png
000809,/root/autodl-tmp/helmet_yolo_v10/images/train/000809.jpg,.jpg,defocus_blur,2,3779200681,000809__A1C__defocus_blur__s2.png
000813,/root/autodl-tmp/helmet_yolo_v10/images/train/000813.jpg,.jpg,contrast,1,2210484348,000813__A1C__contrast__s1.png
000814,/root/autodl-tmp/helmet_yolo_v10/images/train/000814.jpg,.jpg,impulse_noise,3,3443201200,000814__A1C__impulse_noise__s3.png
000818,/root/autodl-tmp/helmet_yolo_v10/images/train/000818.jpg,.jpg,gaussian_noise,2,1699811283,000818__A1C__gaussian_noise__s2.png
000819,/root/autodl-tmp/helmet_yolo_v10/images/train/000819.jpg,.jpg,snow,3,355356719,000819__A1C__snow__s3.png
000820,/root/autodl-tmp/helmet_yolo_v10/images/train/000820.jpg,.jpg,defocus_blur,2,3747419060,000820__A1C__defocus_blur__s2.png
000824,/root/autodl-tmp/helmet_yolo_v10/images/train/000824.jpg,.jpg,brightness,1,1858820595,000824__A1C__brightness__s1.png
000826,/root/autodl-tmp/helmet_yolo_v10/images/train/000826.jpg,.jpg,impulse_noise,2,4042678917,000826__A1C__impulse_noise__s2.png
000827,/root/autodl-tmp/helmet_yolo_v10/images/train/000827.jpg,.jpg,defocus_blur,2,2620446474,000827__A1C__defocus_blur__s2.png
000829,/root/autodl-tmp/helmet_yolo_v10/images/train/000829.jpg,.jpg,motion_blur,2,984181726,000829__A1C__motion_blur__s2.png
000830,/root/autodl-tmp/helmet_yolo_v10/images/train/000830.jpg,.jpg,jpeg_compression,1,110718057,000830__A1C__jpeg_compression__s1.png
000831,/root/autodl-tmp/helmet_yolo_v10/images/train/000831.jpg,.jpg,brightness,2,1981798237,000831__A1C__brightness__s2.png
000833,/root/autodl-tmp/helmet_yolo_v10/images/train/000833.jpg,.jpg,defocus_blur,3,3925714588,000833__A1C__defocus_blur__s3.png
000834,/root/autodl-tmp/helmet_yolo_v10/images/train/000834.jpg,.jpg,brightness,2,121827425,000834__A1C__brightness__s2.png
000835,/root/autodl-tmp/helmet_yolo_v10/images/train/000835.jpg,.jpg,glass_blur,3,3220273616,000835__A1C__glass_blur__s3.png
000839,/root/autodl-tmp/helmet_yolo_v10/images/train/000839.jpg,.jpg,frost,3,3874797460,000839__A1C__frost__s3.png
000840,/root/autodl-tmp/helmet_yolo_v10/images/train/000840.jpg,.jpg,glass_blur,3,3831001940,000840__A1C__glass_blur__s3.png
000841,/root/autodl-tmp/helmet_yolo_v10/images/train/000841.jpg,.jpg,pixelate,1,145720394,000841__A1C__pixelate__s1.png
000842,/root/autodl-tmp/helmet_yolo_v10/images/train/000842.jpg,.jpg,impulse_noise,2,3716105986,000842__A1C__impulse_noise__s2.png
000845,/root/autodl-tmp/helmet_yolo_v10/images/train/000845.jpg,.jpg,contrast,3,2609492617,000845__A1C__contrast__s3.png
000846,/root/autodl-tmp/helmet_yolo_v10/images/train/000846.jpg,.jpg,jpeg_compression,3,2532690593,000846__A1C__jpeg_compression__s3.png
000847,/root/autodl-tmp/helmet_yolo_v10/images/train/000847.jpg,.jpg,contrast,2,3809580848,000847__A1C__contrast__s2.png
000848,/root/autodl-tmp/helmet_yolo_v10/images/train/000848.jpg,.jpg,frost,2,3646024673,000848__A1C__frost__s2.png
000849,/root/autodl-tmp/helmet_yolo_v10/images/train/000849.jpg,.jpg,defocus_blur,2,2892101164,000849__A1C__defocus_blur__s2.png
000850,/root/autodl-tmp/helmet_yolo_v10/images/train/000850.jpg,.jpg,fog,2,905761487,000850__A1C__fog__s2.png
000851,/root/autodl-tmp/helmet_yolo_v10/images/train/000851.jpg,.jpg,jpeg_compression,1,3528270641,000851__A1C__jpeg_compression__s1.png
000852,/root/autodl-tmp/helmet_yolo_v10/images/train/000852.jpg,.jpg,contrast,2,3446874321,000852__A1C__contrast__s2.png
000853,/root/autodl-tmp/helmet_yolo_v10/images/train/000853.jpg,.jpg,shot_noise,2,3998153134,000853__A1C__shot_noise__s2.png
000854,/root/autodl-tmp/helmet_yolo_v10/images/train/000854.jpg,.jpg,defocus_blur,3,3320090911,000854__A1C__defocus_blur__s3.png
000855,/root/autodl-tmp/helmet_yolo_v10/images/train/000855.jpg,.jpg,jpeg_compression,3,3200010105,000855__A1C__jpeg_compression__s3.png
000856,/root/autodl-tmp/helmet_yolo_v10/images/train/000856.jpg,.jpg,zoom_blur,1,3729446400,000856__A1C__zoom_blur__s1.png
000857,/root/autodl-tmp/helmet_yolo_v10/images/train/000857.jpg,.jpg,impulse_noise,2,1661329077,000857__A1C__impulse_noise__s2.png
000860,/root/autodl-tmp/helmet_yolo_v10/images/train/000860.jpg,.jpg,motion_blur,3,3254039164,000860__A1C__motion_blur__s3.png
000862,/root/autodl-tmp/helmet_yolo_v10/images/train/000862.jpg,.jpg,contrast,2,434916685,000862__A1C__contrast__s2.png
000864,/root/autodl-tmp/helmet_yolo_v10/images/train/000864.jpg,.jpg,impulse_noise,3,3726787645,000864__A1C__impulse_noise__s3.png
000868,/root/autodl-tmp/helmet_yolo_v10/images/train/000868.jpg,.jpg,contrast,1,309391142,000868__A1C__contrast__s1.png
000869,/root/autodl-tmp/helmet_yolo_v10/images/train/000869.jpg,.jpg,contrast,2,1377730893,000869__A1C__contrast__s2.png
000872,/root/autodl-tmp/helmet_yolo_v10/images/train/000872.jpg,.jpg,pixelate,1,342437119,000872__A1C__pixelate__s1.png
000873,/root/autodl-tmp/helmet_yolo_v10/images/train/000873.jpg,.jpg,gaussian_noise,2,163093073,000873__A1C__gaussian_noise__s2.png
000874,/root/autodl-tmp/helmet_yolo_v10/images/train/000874.jpg,.jpg,jpeg_compression,2,3837830166,000874__A1C__jpeg_compression__s2.png
000877,/root/autodl-tmp/helmet_yolo_v10/images/train/000877.jpg,.jpg,fog,1,2904003464,000877__A1C__fog__s1.png
000880,/root/autodl-tmp/helmet_yolo_v10/images/train/000880.jpg,.jpg,contrast,2,1795068295,000880__A1C__contrast__s2.png
000881,/root/autodl-tmp/helmet_yolo_v10/images/train/000881.jpg,.jpg,zoom_blur,3,1787774049,000881__A1C__zoom_blur__s3.png
000882,/root/autodl-tmp/helmet_yolo_v10/images/train/000882.jpg,.jpg,zoom_blur,2,4206171023,000882__A1C__zoom_blur__s2.png
000884,/root/autodl-tmp/helmet_yolo_v10/images/train/000884.jpg,.jpg,defocus_blur,1,2561068795,000884__A1C__defocus_blur__s1.png
000886,/root/autodl-tmp/helmet_yolo_v10/images/train/000886.jpg,.jpg,gaussian_noise,3,291041911,000886__A1C__gaussian_noise__s3.png
000887,/root/autodl-tmp/helmet_yolo_v10/images/train/000887.jpg,.jpg,glass_blur,1,779466338,000887__A1C__glass_blur__s1.png
000889,/root/autodl-tmp/helmet_yolo_v10/images/train/000889.jpg,.jpg,brightness,3,4230052619,000889__A1C__brightness__s3.png
000890,/root/autodl-tmp/helmet_yolo_v10/images/train/000890.jpg,.jpg,pixelate,3,400131454,000890__A1C__pixelate__s3.png
000891,/root/autodl-tmp/helmet_yolo_v10/images/train/000891.jpg,.jpg,motion_blur,2,1449477703,000891__A1C__motion_blur__s2.png
000892,/root/autodl-tmp/helmet_yolo_v10/images/train/000892.jpg,.jpg,contrast,2,419128930,000892__A1C__contrast__s2.png
000894,/root/autodl-tmp/helmet_yolo_v10/images/train/000894.jpg,.jpg,shot_noise,3,1225640324,000894__A1C__shot_noise__s3.png
000896,/root/autodl-tmp/helmet_yolo_v10/images/train/000896.jpg,.jpg,pixelate,2,2818155631,000896__A1C__pixelate__s2.png
000897,/root/autodl-tmp/helmet_yolo_v10/images/train/000897.jpg,.jpg,defocus_blur,1,1331946801,000897__A1C__defocus_blur__s1.png
000899,/root/autodl-tmp/helmet_yolo_v10/images/train/000899.jpg,.jpg,motion_blur,1,1015552742,000899__A1C__motion_blur__s1.png
000900,/root/autodl-tmp/helmet_yolo_v10/images/train/000900.jpg,.jpg,gaussian_noise,3,695910129,000900__A1C__gaussian_noise__s3.png
000901,/root/autodl-tmp/helmet_yolo_v10/images/train/000901.jpg,.jpg,jpeg_compression,1,1542773941,000901__A1C__jpeg_compression__s1.png
000903,/root/autodl-tmp/helmet_yolo_v10/images/train/000903.jpg,.jpg,gaussian_noise,1,2623584103,000903__A1C__gaussian_noise__s1.png
000904,/root/autodl-tmp/helmet_yolo_v10/images/train/000904.jpg,.jpg,jpeg_compression,2,3765514966,000904__A1C__jpeg_compression__s2.png
000905,/root/autodl-tmp/helmet_yolo_v10/images/train/000905.jpg,.jpg,gaussian_noise,3,953248788,000905__A1C__gaussian_noise__s3.png
000907,/root/autodl-tmp/helmet_yolo_v10/images/train/000907.jpg,.jpg,fog,1,1999765291,000907__A1C__fog__s1.png
000909,/root/autodl-tmp/helmet_yolo_v10/images/train/000909.jpg,.jpg,brightness,3,2409190041,000909__A1C__brightness__s3.png
000910,/root/autodl-tmp/helmet_yolo_v10/images/train/000910.jpg,.jpg,fog,1,46777911,000910__A1C__fog__s1.png
000911,/root/autodl-tmp/helmet_yolo_v10/images/train/000911.jpg,.jpg,glass_blur,1,3827544110,000911__A1C__glass_blur__s1.png
000912,/root/autodl-tmp/helmet_yolo_v10/images/train/000912.jpg,.jpg,gaussian_noise,2,1489353253,000912__A1C__gaussian_noise__s2.png
000913,/root/autodl-tmp/helmet_yolo_v10/images/train/000913.jpg,.jpg,pixelate,3,3195409359,000913__A1C__pixelate__s3.png
000917,/root/autodl-tmp/helmet_yolo_v10/images/train/000917.jpg,.jpg,gaussian_noise,2,1297950853,000917__A1C__gaussian_noise__s2.png
000918,/root/autodl-tmp/helmet_yolo_v10/images/train/000918.jpg,.jpg,glass_blur,2,2623229730,000918__A1C__glass_blur__s2.png
000919,/root/autodl-tmp/helmet_yolo_v10/images/train/000919.jpg,.jpg,zoom_blur,2,2619104819,000919__A1C__zoom_blur__s2.png
000921,/root/autodl-tmp/helmet_yolo_v10/images/train/000921.jpg,.jpg,impulse_noise,2,706264645,000921__A1C__impulse_noise__s2.png
000924,/root/autodl-tmp/helmet_yolo_v10/images/train/000924.jpg,.jpg,glass_blur,3,3470478273,000924__A1C__glass_blur__s3.png
000925,/root/autodl-tmp/helmet_yolo_v10/images/train/000925.jpg,.jpg,frost,2,2784100327,000925__A1C__frost__s2.png
000927,/root/autodl-tmp/helmet_yolo_v10/images/train/000927.jpg,.jpg,snow,3,2201356539,000927__A1C__snow__s3.png
000928,/root/autodl-tmp/helmet_yolo_v10/images/train/000928.jpg,.jpg,glass_blur,2,3839029543,000928__A1C__glass_blur__s2.png
000929,/root/autodl-tmp/helmet_yolo_v10/images/train/000929.jpg,.jpg,pixelate,3,3038105028,000929__A1C__pixelate__s3.png
000930,/root/autodl-tmp/helmet_yolo_v10/images/train/000930.jpg,.jpg,frost,2,3528632798,000930__A1C__frost__s2.png
000931,/root/autodl-tmp/helmet_yolo_v10/images/train/000931.jpg,.jpg,contrast,2,2392450615,000931__A1C__contrast__s2.png
000932,/root/autodl-tmp/helmet_yolo_v10/images/train/000932.jpg,.jpg,glass_blur,2,137062058,000932__A1C__glass_blur__s2.png
000934,/root/autodl-tmp/helmet_yolo_v10/images/train/000934.jpg,.jpg,motion_blur,2,3015211418,000934__A1C__motion_blur__s2.png
000935,/root/autodl-tmp/helmet_yolo_v10/images/train/000935.jpg,.jpg,snow,1,4223784742,000935__A1C__snow__s1.png
000936,/root/autodl-tmp/helmet_yolo_v10/images/train/000936.jpg,.jpg,glass_blur,3,3967930004,000936__A1C__glass_blur__s3.png
000937,/root/autodl-tmp/helmet_yolo_v10/images/train/000937.jpg,.jpg,brightness,2,3528915055,000937__A1C__brightness__s2.png
000938,/root/autodl-tmp/helmet_yolo_v10/images/train/000938.jpg,.jpg,zoom_blur,2,2110319828,000938__A1C__zoom_blur__s2.png
000939,/root/autodl-tmp/helmet_yolo_v10/images/train/000939.jpg,.jpg,frost,2,3757339668,000939__A1C__frost__s2.png
000940,/root/autodl-tmp/helmet_yolo_v10/images/train/000940.jpg,.jpg,jpeg_compression,1,3662851959,000940__A1C__jpeg_compression__s1.png
000942,/root/autodl-tmp/helmet_yolo_v10/images/train/000942.jpg,.jpg,fog,2,3081568962,000942__A1C__fog__s2.png
000944,/root/autodl-tmp/helmet_yolo_v10/images/train/000944.jpg,.jpg,impulse_noise,3,729224251,000944__A1C__impulse_noise__s3.png
000945,/root/autodl-tmp/helmet_yolo_v10/images/train/000945.jpg,.jpg,glass_blur,1,1713250468,000945__A1C__glass_blur__s1.png
000946,/root/autodl-tmp/helmet_yolo_v10/images/train/000946.jpg,.jpg,motion_blur,2,2137463961,000946__A1C__motion_blur__s2.png
000947,/root/autodl-tmp/helmet_yolo_v10/images/train/000947.jpg,.jpg,shot_noise,1,3786790391,000947__A1C__shot_noise__s1.png
000951,/root/autodl-tmp/helmet_yolo_v10/images/train/000951.jpg,.jpg,brightness,1,3427852706,000951__A1C__brightness__s1.png
000952,/root/autodl-tmp/helmet_yolo_v10/images/train/000952.jpg,.jpg,glass_blur,2,402025164,000952__A1C__glass_blur__s2.png
000953,/root/autodl-tmp/helmet_yolo_v10/images/train/000953.jpg,.jpg,pixelate,3,1094896845,000953__A1C__pixelate__s3.png
000956,/root/autodl-tmp/helmet_yolo_v10/images/train/000956.jpg,.jpg,jpeg_compression,2,1193679550,000956__A1C__jpeg_compression__s2.png
000957,/root/autodl-tmp/helmet_yolo_v10/images/train/000957.jpg,.jpg,impulse_noise,2,3578475692,000957__A1C__impulse_noise__s2.png
000958,/root/autodl-tmp/helmet_yolo_v10/images/train/000958.jpg,.jpg,impulse_noise,2,652377769,000958__A1C__impulse_noise__s2.png
000960,/root/autodl-tmp/helmet_yolo_v10/images/train/000960.jpg,.jpg,fog,1,3572880882,000960__A1C__fog__s1.png
000961,/root/autodl-tmp/helmet_yolo_v10/images/train/000961.jpg,.jpg,glass_blur,3,1150332930,000961__A1C__glass_blur__s3.png
000963,/root/autodl-tmp/helmet_yolo_v10/images/train/000963.jpg,.jpg,impulse_noise,2,2837270845,000963__A1C__impulse_noise__s2.png
000964,/root/autodl-tmp/helmet_yolo_v10/images/train/000964.jpg,.jpg,fog,1,3283376280,000964__A1C__fog__s1.png
000965,/root/autodl-tmp/helmet_yolo_v10/images/train/000965.jpg,.jpg,jpeg_compression,3,1008558662,000965__A1C__jpeg_compression__s3.png
000966,/root/autodl-tmp/helmet_yolo_v10/images/train/000966.jpg,.jpg,snow,3,1584465142,000966__A1C__snow__s3.png
000968,/root/autodl-tmp/helmet_yolo_v10/images/train/000968.jpg,.jpg,glass_blur,1,2934755998,000968__A1C__glass_blur__s1.png
000969,/root/autodl-tmp/helmet_yolo_v10/images/train/000969.jpg,.jpg,shot_noise,3,1730329913,000969__A1C__shot_noise__s3.png
000972,/root/autodl-tmp/helmet_yolo_v10/images/train/000972.jpg,.jpg,glass_blur,3,3157281746,000972__A1C__glass_blur__s3.png
000974,/root/autodl-tmp/helmet_yolo_v10/images/train/000974.jpg,.jpg,contrast,3,90469021,000974__A1C__contrast__s3.png
000976,/root/autodl-tmp/helmet_yolo_v10/images/train/000976.jpg,.jpg,gaussian_noise,1,2044515848,000976__A1C__gaussian_noise__s1.png
000977,/root/autodl-tmp/helmet_yolo_v10/images/train/000977.jpg,.jpg,pixelate,3,3491481308,000977__A1C__pixelate__s3.png
000978,/root/autodl-tmp/helmet_yolo_v10/images/train/000978.jpg,.jpg,defocus_blur,2,62127382,000978__A1C__defocus_blur__s2.png
000979,/root/autodl-tmp/helmet_yolo_v10/images/train/000979.jpg,.jpg,snow,1,3846050902,000979__A1C__snow__s1.png
000980,/root/autodl-tmp/helmet_yolo_v10/images/train/000980.jpg,.jpg,pixelate,2,2663776732,000980__A1C__pixelate__s2.png
000981,/root/autodl-tmp/helmet_yolo_v10/images/train/000981.jpg,.jpg,impulse_noise,2,1391942981,000981__A1C__impulse_noise__s2.png
000984,/root/autodl-tmp/helmet_yolo_v10/images/train/000984.jpg,.jpg,snow,3,303646456,000984__A1C__snow__s3.png
000985,/root/autodl-tmp/helmet_yolo_v10/images/train/000985.jpg,.jpg,motion_blur,3,3777402913,000985__A1C__motion_blur__s3.png
000986,/root/autodl-tmp/helmet_yolo_v10/images/train/000986.jpg,.jpg,snow,1,909795683,000986__A1C__snow__s1.png
000987,/root/autodl-tmp/helmet_yolo_v10/images/train/000987.jpg,.jpg,glass_blur,2,3891814266,000987__A1C__glass_blur__s2.png
000988,/root/autodl-tmp/helmet_yolo_v10/images/train/000988.jpg,.jpg,motion_blur,2,1155347883,000988__A1C__motion_blur__s2.png
000989,/root/autodl-tmp/helmet_yolo_v10/images/train/000989.jpg,.jpg,defocus_blur,1,3430254312,000989__A1C__defocus_blur__s1.png
000990,/root/autodl-tmp/helmet_yolo_v10/images/train/000990.jpg,.jpg,zoom_blur,3,3259833343,000990__A1C__zoom_blur__s3.png
